date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:23:57	49185/49185	---MCZ	200	added ('OK')	text/css	date:Thu,%2006%20Mar%202025%2021:52:01%20GMT	https://julianinsarralde.com.ar/wp-content/et-cache/10/et-core-unified-deferred-10.min.css?ver=1741297921	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/et-cache/10/et-core-unified-deferred-10.min3428.css	(from https://julianinsarralde.com.ar/)
11:24:03	94441/94441	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Aug%202024%2023:23:40%20GMT	http://julianinsarralde.com.ar/wp-content/uploads/2019/12/peru-7.jpg	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/uploads/2019/12/peru-7.jpg	(from https://julianinsarralde.com.ar/)
11:24:05	50790/50790	---M--	200	added ('OK')	image/png	date:Fri,%2005%20Jun%202020%2021:30:10%20GMT	http://julianinsarralde.com.ar/wp-content/uploads/2019/12/logo_JI_curvas-02-1-scaled.png	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/uploads/2019/12/logo_JI_curvas-02-1-scaled.png	(from https://julianinsarralde.com.ar/)
11:24:09	366300/366300	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Jul%202026%2014:24:06%20GMT	https://julianinsarralde.com.ar/quienes-somos/	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/quienes-somos/index.html	(from https://julianinsarralde.com.ar/)
11:24:09	134495/134495	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Aug%202024%2023:25:05%20GMT	https://julianinsarralde.com.ar/wp-content/uploads/2019/11/ALE1778.jpg	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/uploads/2019/11/ALE1778.jpg	(from https://julianinsarralde.com.ar/)
11:24:09	33747/33747	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Aug%202024%2023:24:38%20GMT	https://julianinsarralde.com.ar/wp-content/uploads/2019/11/IMG_2805-copia.jpg	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/uploads/2019/11/IMG_2805-copia.jpg	(from https://julianinsarralde.com.ar/)
11:24:09	163180/163180	---M--	200	added ('OK')	font/ttf	date:Fri,%2005%20Jun%202020%2021:08:29%20GMT	http://julianinsarralde.com.ar/wp-content/uploads/et-fonts/BebasNeue-Bold-2.ttf	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/uploads/et-fonts/BebasNeue-Bold-2.ttf	(from https://julianinsarralde.com.ar/)
11:24:09	202/202	---M--	200	added ('OK')	image/png	date:Fri,%2005%20Jun%202020%2021:16:56%20GMT	https://julianinsarralde.com.ar/wp-content/uploads/2019/11/play.png	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/uploads/2019/11/play.png	(from https://julianinsarralde.com.ar/)
11:24:10	12545/12545	---M--	200	added ('OK')	image/png	date:Fri,%2005%20Jun%202020%2021:57:28%20GMT	http://julianinsarralde.com.ar/wp-content/uploads/2020/02/opitech.png	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/uploads/2020/02/opitech.png	(from https://julianinsarralde.com.ar/)
11:24:10	10278/10278	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Aug%202024%2023:25:33%20GMT	http://julianinsarralde.com.ar/wp-content/uploads/2020/02/La_Sportiva_logo_white.jpg	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/uploads/2020/02/La_Sportiva_logo_white.jpg	(from https://julianinsarralde.com.ar/)
11:24:11	9833/9833	---M--	200	added ('OK')	image/png	date:Fri,%2005%20Jun%202020%2021:58:06%20GMT	http://julianinsarralde.com.ar/wp-content/uploads/2020/02/cropped-LOGO-ESTILO-ALPINO-150.png	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/uploads/2020/02/cropped-LOGO-ESTILO-ALPINO-150.png	(from https://julianinsarralde.com.ar/)
11:24:17	253204/253204	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Jul%202026%2014:24:10%20GMT	https://julianinsarralde.com.ar/project/aconcagua-6965/	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/project/aconcagua-6965/index.html	(from https://julianinsarralde.com.ar/)
11:24:18	257033/257033	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Jul%202026%2014:24:12%20GMT	https://julianinsarralde.com.ar/project/bolivia-extremo/	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/project/bolivia-extremo/index.html	(from https://julianinsarralde.com.ar/)
11:24:18	255823/255823	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Jul%202026%2014:24:12%20GMT	https://julianinsarralde.com.ar/project/trekking-everest/	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/project/trekking-everest/index.html	(from https://julianinsarralde.com.ar/)
11:24:20	14788/14788	---M--	200	added ('OK')	image/jpeg	etag:%221467942739%22	http://i.ytimg.com/vi/XY1ocqFwlBU/hqdefault.jpg	F:/copy/juanguiaescalada/one/i.ytimg.com/vi/XY1ocqFwlBU/hqdefault.jpg	(from https://julianinsarralde.com.ar/)
11:24:24	252739/252739	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Jul%202026%2014:24:18%20GMT	https://julianinsarralde.com.ar/project/peru/	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/project/peru/index.html	(from https://julianinsarralde.com.ar/)
11:24:24	260303/260303	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Jul%202026%2014:24:19%20GMT	https://julianinsarralde.com.ar/project/kilimanjaro-africa-salvaje/	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/project/kilimanjaro-africa-salvaje/index.html	(from https://julianinsarralde.com.ar/)
11:24:25	253940/253940	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Jul%202026%2014:24:21%20GMT	https://julianinsarralde.com.ar/project/curso-escalada-en-hielo-cascadas-mendoza-y-chile/	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/project/curso-escalada-en-hielo-cascadas-mendoza-y-chile/index.html	(from https://julianinsarralde.com.ar/)
11:24:26	18670/18670	---M--	200	added ('OK')	image/jpeg	etag:%220%22	http://i.ytimg.com/vi/4ZCT_nevrck/hqdefault.jpg	F:/copy/juanguiaescalada/one/i.ytimg.com/vi/4ZCT_nevrck/hqdefault.jpg	(from https://julianinsarralde.com.ar/)
11:24:30	17804/17804	---M--	200	added ('OK')	image/jpeg	etag:%221577114433%22	http://i.ytimg.com/vi/TpnR3pQbl-U/hqdefault.jpg	F:/copy/juanguiaescalada/one/i.ytimg.com/vi/TpnR3pQbl-U/hqdefault.jpg	(from https://julianinsarralde.com.ar/)
11:24:30	263513/263513	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Jul%202026%2014:24:25%20GMT	https://julianinsarralde.com.ar/project/cordillera-blanca-quebrada-ruinas-glaciar/	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/project/cordillera-blanca-quebrada-ruinas-glaciar/index.html	(from https://julianinsarralde.com.ar/)
11:24:31	259073/259073	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Jul%202026%2014:24:26%20GMT	https://julianinsarralde.com.ar/project/curso-escalada-en-roca-san-luis/	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/project/curso-escalada-en-roca-san-luis/index.html	(from https://julianinsarralde.com.ar/)
11:24:32	13947/13947	---M--	200	added ('OK')	image/jpeg	etag:%221476998540%22	http://i.ytimg.com/vi/TMngbDxa2DE/hqdefault.jpg	F:/copy/juanguiaescalada/one/i.ytimg.com/vi/TMngbDxa2DE/hqdefault.jpg	(from https://julianinsarralde.com.ar/)
11:24:34	234394/234394	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Sep%202020%2018:42:50%20GMT	http://julianinsarralde.com.ar/wp-content/uploads/2020/09/Sabor.png	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/uploads/2020/09/Sabor.png	(from https://julianinsarralde.com.ar/)
11:24:34	252398/252398	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Jul%202026%2014:24:31%20GMT	https://julianinsarralde.com.ar/project/patagonia-trail-and-mountain-tour/	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/project/patagonia-trail-and-mountain-tour/index.html	(from https://julianinsarralde.com.ar/)
11:24:34	261433/261433	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Jul%202026%2014:24:31%20GMT	https://julianinsarralde.com.ar/project/turquia/	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/project/turquia/index.html	(from https://julianinsarralde.com.ar/)
11:24:35	276556/276556	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Jul%202026%2014:24:33%20GMT	https://julianinsarralde.com.ar/project/volcan-lanin-3776/	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/project/volcan-lanin-3776/index.html	(from https://julianinsarralde.com.ar/)
11:24:35	240817/240817	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Aug%202024%2023:24:23%20GMT	https://julianinsarralde.com.ar/wp-content/uploads/2019/11/JPB0392.jpg	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/uploads/2019/11/JPB0392.jpg	(from https://julianinsarralde.com.ar/)
11:24:35	11484/11484	---M--	200	added ('OK')	image/png	date:Fri,%2005%20Jun%202020%2021:13:08%20GMT	https://julianinsarralde.com.ar/wp-content/uploads/2019/11/julian-insarralde_iso_logo-03-150x150.png	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/uploads/2019/11/julian-insarralde_iso_logo-03-150x150.png	(from https://julianinsarralde.com.ar/)
11:24:35	114706/114706	---MCZ	200	added ('OK')	text/css	date:Thu,%2006%20Mar%202025%2020:39:48%20GMT	https://julianinsarralde.com.ar/wp-includes/css/dist/block-library/style.min.css?ver=6.7.5	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-includes/css/dist/block-library/style.mind70e.css	(from https://julianinsarralde.com.ar/)
11:24:35	5520/5520	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2013%20Aug%202024%2020:50:15%20GMT	https://julianinsarralde.com.ar/wp-includes/js/imagesloaded.min.js?ver=5.0.0	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-includes/js/imagesloaded.minbb93.js	(from https://julianinsarralde.com.ar/)
11:24:35	24138/24138	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2016%20Mar%202021%2015:14:47%20GMT	https://julianinsarralde.com.ar/wp-includes/js/masonry.min.js?ver=4.2.2	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-includes/js/masonry.min3a05.js	(from https://julianinsarralde.com.ar/)
11:24:36	270324/270324	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Jul%202026%2014:24:35%20GMT	https://julianinsarralde.com.ar/project/famatina-6150/	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/project/famatina-6150/index.html	(from https://julianinsarralde.com.ar/)
11:24:36	87553/87553	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2013%20Aug%202024%2020:50:14%20GMT	https://julianinsarralde.com.ar/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-includes/js/jquery/jquery.minf43b.js	(from https://julianinsarralde.com.ar/)
11:24:36	13577/13577	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2013%20Aug%202024%2020:50:13%20GMT	https://julianinsarralde.com.ar/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://julianinsarralde.com.ar/)
11:24:36	147690/147690	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Jul%202026%2014:24:35%20GMT	https://julianinsarralde.com.ar/galeria/	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/galeria/index.html	(from https://julianinsarralde.com.ar/)
11:24:36	139784/139784	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2006%20Mar%202025%2020:34:51%20GMT	https://julianinsarralde.com.ar/wp-content/plugins/insta-gallery/assets/frontend/swiper/swiper.min.js?ver=4.6.4	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/plugins/insta-gallery/assets/frontend/swiper/swiper.min82d0.js	(from https://julianinsarralde.com.ar/)
11:24:36	2635/2635	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2005%20Apr%202021%2019:20:42%20GMT	https://julianinsarralde.com.ar/wp-content/plugins/monarch/js/idle-timer.min.js?ver=1.4.14	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/plugins/monarch/js/idle-timer.min22d6.js	(from https://julianinsarralde.com.ar/)
11:24:37	26709/26709	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2005%20Apr%202021%2019:20:42%20GMT	https://julianinsarralde.com.ar/wp-content/plugins/monarch/js/custom.js?ver=1.4.14	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/plugins/monarch/js/custom22d6.js	(from https://julianinsarralde.com.ar/)
11:24:37	274335/274335	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2006%20Mar%202025%2020:33:43%20GMT	https://julianinsarralde.com.ar/wp-content/themes/Divi/js/scripts.min.js?ver=4.27.4	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/themes/Divi/js/scripts.min41c1.js	(from https://julianinsarralde.com.ar/)
11:24:37	3349/3349	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2006%20Mar%202025%2020:34:03%20GMT	https://julianinsarralde.com.ar/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=4.27.4	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids41c1.js	(from https://julianinsarralde.com.ar/)
11:24:37	10776/10776	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2006%20Mar%202025%2020:34:03%20GMT	https://julianinsarralde.com.ar/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.mobile.js?ver=4.27.4	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.mobile41c1.js	(from https://julianinsarralde.com.ar/)
11:24:38	9318/9318	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2006%20Mar%202025%2020:34:03%20GMT	https://julianinsarralde.com.ar/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/easypiechart.js?ver=4.27.4	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/easypiechart41c1.js	(from https://julianinsarralde.com.ar/)
11:24:38	1343/1343	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2006%20Mar%202025%2020:33:38%20GMT	https://julianinsarralde.com.ar/wp-content/themes/Divi/core/admin/js/common.js?ver=4.27.4	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/themes/Divi/core/admin/js/common41c1.js	(from https://julianinsarralde.com.ar/)
11:24:38	10628/10628	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2006%20Mar%202025%2020:39:50%20GMT	https://julianinsarralde.com.ar/wp-includes/js/dist/vendor/react.min.js?ver=18.3.1.1	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-includes/js/dist/vendor/react.mine1ab.js	(from https://julianinsarralde.com.ar/)
11:24:39	87828/87828	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2006%20Mar%202025%2020:34:52%20GMT	https://julianinsarralde.com.ar/wp-content/plugins/insta-gallery/build/frontend/js/index.js?ver=3dbf765bb28a0c2cf9bc	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/plugins/insta-gallery/build/frontend/js/index5fa5.js	(from https://julianinsarralde.com.ar/)
11:24:39	15260/15260	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2005%20Apr%202021%2019:20:42%20GMT	https://julianinsarralde.com.ar/wp-content/plugins/monarch/css/fonts/monarch.eot	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/plugins/monarch/css/fonts/monarch.eot	(from https://julianinsarralde.com.ar/wp-content/plugins/monarch/css/style.css?ver=1.4.14)
11:24:39	15260/15260	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2005%20Apr%202021%2019:20:42%20GMT	https://julianinsarralde.com.ar/wp-content/plugins/monarch/css/fonts/monarch.eot?	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/plugins/monarch/css/fonts/monarchd41d.eot	(from https://julianinsarralde.com.ar/wp-content/plugins/monarch/css/style.css?ver=1.4.14)
11:24:39	15096/15096	---M--	200	added ('OK')	font/ttf	date:Mon,%2005%20Apr%202021%2019:20:42%20GMT	https://julianinsarralde.com.ar/wp-content/plugins/monarch/css/fonts/monarch.ttf	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/plugins/monarch/css/fonts/monarch.ttf	(from https://julianinsarralde.com.ar/wp-content/plugins/monarch/css/style.css?ver=1.4.14)
11:24:40	15172/15172	---M--	200	added ('OK')	font/woff	date:Mon,%2005%20Apr%202021%2019:20:42%20GMT	https://julianinsarralde.com.ar/wp-content/plugins/monarch/css/fonts/monarch.woff	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/plugins/monarch/css/fonts/monarch.woff	(from https://julianinsarralde.com.ar/wp-content/plugins/monarch/css/style.css?ver=1.4.14)
11:24:41	53191/53191	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2005%20Apr%202021%2019:20:42%20GMT	https://julianinsarralde.com.ar/wp-content/plugins/monarch/css/fonts/monarch.svg	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/plugins/monarch/css/fonts/monarch.svg	(from https://julianinsarralde.com.ar/wp-content/plugins/monarch/css/style.css?ver=1.4.14)
11:24:41	118/118	---MCZ	200	added ('OK')	text/plain	date:Fri,%2031%20Jul%202026%2014:24:40%20GMT	http://julianinsarralde.com.ar/robots.txt		(from https://julianinsarralde.com.ar/)
11:24:44	88031/88031	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Aug%202024%2023:24:37%20GMT	https://julianinsarralde.com.ar/wp-content/uploads/2019/11/1-1.jpg	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/uploads/2019/11/1-1.jpg	(from https://julianinsarralde.com.ar/wp-content/et-cache/10/et-core-unified-deferred-10.min.css?ver=1741297921)
11:24:48	99745/99745	---MCZ	200	added ('OK')	text/css	date:Fri,%2007%20Mar%202025%2013:05:56%20GMT	https://julianinsarralde.com.ar/wp-content/et-cache/357/et-divi-dynamic-357.css?ver=1741352756	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/et-cache/357/et-divi-dynamic-3577c76.css	(from https://julianinsarralde.com.ar/quienes-somos/)
11:24:54	262710/262710	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Aug%202024%2023:26:34%20GMT	http://julianinsarralde.com.ar/wp-content/uploads/2021/03/IMG_7406-rotated.jpeg	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-content/uploads/2021/03/IMG_7406-rotated.jpg	(from https://julianinsarralde.com.ar/wp-content/et-cache/10/et-core-unified-deferred-10.min.css?ver=1741297921)
11:24:54	52843/52843	---MCZ	200	added ('OK')	application/json	date:Fri,%2031%20Jul%202026%2014:24:48%20GMT	https://julianinsarralde.com.ar/wp-json/wp/v2/pages/357	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-json/wp/v2/pages/357.json	(from https://julianinsarralde.com.ar/quienes-somos/)
11:24:55	2089/2089	---MCZ	200	added ('OK')	application/json	date:Fri,%2031%20Jul%202026%2014:24:55%20GMT	https://julianinsarralde.com.ar/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjulianinsarralde.com.ar%2Fquienes-somos%2F	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-json/oembed/1.0/embed620a.json	(from https://julianinsarralde.com.ar/quienes-somos/)
11:24:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2031%20Jul%202026%2014:24:55%20GMT	https://julianinsarralde.com.ar/?p=357	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/indexec1b.html	(from https://julianinsarralde.com.ar/quienes-somos/)
11:24:56	2231/2231	---MCZ	200	added ('OK')	text/xml	date:Fri,%2031%20Jul%202026%2014:24:56%20GMT	https://julianinsarralde.com.ar/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjulianinsarralde.com.ar%2Fquienes-somos%2F&format=xml	F:/copy/juanguiaescalada/one/julianinsarralde.com.ar/wp-json/oembed/1.0/embeda145	(from https://julianinsarralde.com.ar/quienes-somos/)
